id,text,coordinates,retweeted,retweet_count,user.followers_count,user.statuses_count,user.friend_count,user.location,user.time_zone,created_at,fname
876504289149042688,Want to work at The TJX Companies? We're #hiring in #London! Click for details: https://t.co/nBRg8R2siI #IT #Veterans #Job #Jobs #CareerArc,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,473,652,,,Eastern Time (US & Canada),2017-06-18 18:18:01,stream18Jun.csv
876504847884967936,"Hey @spivostick!
Just wondering if this vacancy needs you to be local to the business area. I'm extremely confident… https://t.co/6gRrgZnTkx",,False,0,9600,12713,,"Exeter, UK",London,2017-06-18 18:20:15,stream18Jun.csv
876505333363081217,The UK has the chance to regain it's clout and to move away from rustbucket retail outlets to STEAM Education and Jobs.,,False,0,242,24074,,"Bradford & District, UK",Amsterdam,2017-06-18 18:22:10,stream18Jun.csv
876505901204680704,Amazing new Job site which could change your life forever: sign up @genie_jobs and land your dream job… https://t.co/xd8IX0s7BT,,False,0,1397,12031,,"Hastings, East Sussex",,2017-06-18 18:24:26,stream18Jun.csv
876506049447997440,"Want to work at AT&amp;T? We're #hiring in #Luton, England! Click for details: https://t.co/wydDBIyWzS #Engineering #Job #Jobs","{'coordinates': [-0.4200255, 51.8786707], 'type': 'Point'}",False,0,1428,48962,,,Quito,2017-06-18 18:25:01,stream18Jun.csv
876506552336764928,Interested in a #job in #London? This could be a great fit: https://t.co/uH79lvNtge #InsideSales #SalesLife #BusinessMgmt #Hiring,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,515,333,,Global Offices,Pacific Time (US & Canada),2017-06-18 18:27:01,stream18Jun.csv
876508602239819778,Interested in a #job in #EastbourneEastSussex? This could be a great fit: https://t.co/kMeXGFasHc #o2jobs #Retail #Hiring #CareerArc,"{'coordinates': [0.290472, 50.768035], 'type': 'Point'}",False,0,678,275,,"Slough, England",London,2017-06-18 18:35:10,stream18Jun.csv
876509818294546433,This is why we need to start talking about universal income right now. Jobs are going to start disappearing real qu… https://t.co/PmvOtMzkc3,,False,0,1775,31488,,"London, England",Amsterdam,2017-06-18 18:40:00,stream18Jun.csv
876509922384596993,We are fully booked over the next few nights but have good #vacancies from Tuesday. (20th June) #Pembrokeshire #ShortBreak #Wales #Holiday,,False,0,255,662,,"St Davids, Pembrokeshire.",London,2017-06-18 18:40:24,stream18Jun.csv
876511555256336384,This #job might be a great fit for you: Manager of Web Operations - https://t.co/tNg03pf8GR #IT #London #Veterans #Hiring #CareerArc,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,473,652,,,Eastern Time (US & Canada),2017-06-18 18:46:54,stream18Jun.csv
876512271119261696,"Interested in a #job in #Heywood, England? This could be a great fit: https://t.co/9PmVQCHhRs #UKjobs #warehouse #Hiring #CareerArc","{'coordinates': [-2.2318314, 53.5826569], 'type': 'Point'}",False,0,91,248,,"Rosemont, IL",Central Time (US & Canada),2017-06-18 18:49:44,stream18Jun.csv
876513068238458880,@SpursOfficial is just not a club it's also a family @kylewalker2 leaving would be a great loss for both parties. #Jobsatisfaction #COYS,,False,0,13731,13320,," London, UK",London,2017-06-18 18:52:54,stream18Jun.csv
876513332710313989,"@RummHammm If you go into the centre, they have a list of stores hiring, it's about 6 pages long!",,False,0,1588,60475,,Dublin via Mayo,Dublin,2017-06-18 18:53:58,stream18Jun.csv
876515114844774401,See our latest #London #job and click to apply: Account Manager - FASHION - https://t.co/T0ewAK53c9 #Marketing #Hiring #CareerArc,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,573,3011,,"London, UK",Dublin,2017-06-18 19:01:02,stream18Jun.csv
876516603784970240,"We're #hiring! Read about our latest #job opening here: Producer, Digital Games@headingtag&amp;gt; - https://t.co/JgpsOz57tF #LEGO #IT #London","{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,2196,889,,,Atlantic Time (Canada),2017-06-18 19:06:57,stream18Jun.csv
876516948770795525,"@FloraGuery @Macreddin @Failte_Ireland @VacancesIrlande @IrlandeMedia Merci, tu vas y retourner quand? Nous on réfl… https://t.co/pgv0JENhUT",,False,0,4984,5681,,The World ,Belgrade,2017-06-18 19:08:20,stream18Jun.csv
876517175514865665,@elledit8 @Macreddin @Failte_Ireland @VacancesIrlande @IrlandeMedia Ils mangent bien les Irlandais! Jte rassure cest des ptites portions 😂,,False,0,4984,5682,,The World ,Belgrade,2017-06-18 19:09:14,stream18Jun.csv
876518165529989122,"Vacances 2017 , paris Plage .... et oui c'est comme ça ! merci la Gôche et en Marche c'est pas fini !!merci les 18… https://t.co/ZBjKTzBzSS",,False,0,1168,78079,,France,Greenland,2017-06-18 19:13:10,stream18Jun.csv
876518811268038656,Want to work in #London? View our latest opening: https://t.co/hwSFBqqebb #IT #Veterans #Job #Jobs #Hiring #CareerArc,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,473,652,,,Eastern Time (US & Canada),2017-06-18 19:15:44,stream18Jun.csv
876520836378841089,"J'meurs d'envie d'être à mercredi, faire des grasses mat' de ne plus parler de ce bac et d'être en vacances!!!😏",,False,0,540,4419,,,,2017-06-18 19:23:47,stream18Jun.csv
876521220962910208,#Tennessee #hardcore nipples #adultsingles #wank group #skypesex #livestream blowjobs #snap #nudeselfie https://t.co/6wCY6Lh6VP,,False,0,1,51,,"Scotland, United Kingdom",Lima,2017-06-18 19:25:18,stream18Jun.csv
876521558247743488,"We're #hiring! Read about our latest #job opening here: Therapist - School Based/IEP - https://t.co/inAXLCgQpD #Healthcare #York, ME","{'coordinates': [-1.0872979, 53.9599651], 'type': 'Point'}",False,0,9,51,,"Saco, ME",,2017-06-18 19:26:39,stream18Jun.csv
876523043971100673,J'ai envie de vacances et vite.,,False,0,694,11808,,"Picardie, France",,2017-06-18 19:32:33,stream18Jun.csv
876523778087555073,Plus que 2 semaines et place aux vacances 🤙🏽,,False,0,581,27806,,,,2017-06-18 19:35:28,stream18Jun.csv
876525000651489280,"We're #hiring! Read about our latest #job opening here: Retail Advisor 20hrs, Chelmsford - https://t.co/vzbit2LhLj #o2jobs #Retail","{'coordinates': [0.4685497, 51.7355868], 'type': 'Point'}",False,0,678,275,,"Slough, England",London,2017-06-18 19:40:19,stream18Jun.csv
876525303732064256,"@ASharkey_Greens @GabrielNeil @ewangibbs But, yeah; some people really need to do their jobs and blunt the Tories a… https://t.co/CiVXd0w0qc",,False,0,1097,128919,,,London,2017-06-18 19:41:32,stream18Jun.csv
876525541649731584,@ParisDaguerre JLR is Indian owned and employs 40k people worldwide. No guarantee any of these jobs will be UK based,,False,0,763,50187,,The Precambrian,Pacific Time (US & Canada),2017-06-18 19:42:28,stream18Jun.csv
876525770314629120,We're #hiring! Read about our latest #job opening here: Customer Services Representative - https://t.co/djPo5Ar6jb #CustomerService,"{'coordinates': [-6.2603097, 53.3498053], 'type': 'Point'}",False,0,152,130,,,,2017-06-18 19:43:23,stream18Jun.csv
876526320976625665,@georgegalloway As should any common purpose jobsworth anywhere near this tragedy George.,,False,0,998,32308,,yorkshire,Casablanca,2017-06-18 19:45:34,stream18Jun.csv
876526751723159554,Media people: what is the likelihood of the Daily Mail hiring people to post the awful comments we see on @BestoftheMail et al? Is it legal?,,False,0,4639,176827,,Western Scotland,London,2017-06-18 19:47:17,stream18Jun.csv
876527120146726912,Enniskillen Benefits staff facing re-interviews for their own jobs   https://t.co/ofabJO2Vf3,,False,0,822,22751,,County Armagh Ireland,Dublin,2017-06-18 19:48:45,stream18Jun.csv
876527521306742785,He can't get people to fill jobs ? hundreds of government jobs ..but as you say FAKE NEWS 😂 https://t.co/6Rvdk1w9Uk,,False,0,446,33028,,liverpool,,2017-06-18 19:50:20,stream18Jun.csv
876530415980470272,"@sirjohnfjones hello, hope you are well? Could you send me the link for the video of jobs being replaced by robots please? Thank you!",,False,0,404,2594,,,,2017-06-18 20:01:50,stream18Jun.csv
876530642225385472,#antiquesroadshow £70000? And that's the last time it will ever be seen. There will also be a vacancy for a tour guide advertised shortly..,,False,0,155,12051,,County Durham,,2017-06-18 20:02:44,stream18Jun.csv
876530830704857089,"@richardjobson Richard, the @RoundhouseLDN gig was brilliant.  Shit dancing and everything. Thanks boys https://t.co/grXIMsIUri",,False,0,411,6962,,"Exeter, England",Amsterdam,2017-06-18 20:03:29,stream18Jun.csv
876532687741366272,I'm completely broke and no one is hiring me so if anyone's feeling kind and helpful x https://t.co/jTiKZiJwYw,,False,0,1252,7436,,"Egham, South East",Dublin,2017-06-18 20:10:52,stream18Jun.csv
876534037543882752,"Things to do:

1. Apply for jobs/internships 
2. Write X-Ray, treasure hunting film, work on C&amp;P
3. Rewatch Mad Men.",,False,0,258,64477,,Daviesland,Amsterdam,2017-06-18 20:16:14,stream18Jun.csv
876535728846622720,@ciabaudo How many of these 2.5 million jobs that the Tories have created over the last parliament are minimum paid… https://t.co/S5SJEbQxqj,,False,0,501,6806,,All over the UK ,,2017-06-18 20:22:57,stream18Jun.csv
876536450401136640,@RachelRileyRR @SpursOfficial are bottle jobs and that's me saying it not you #rileytostay,,False,0,231,721,,hull England ,,2017-06-18 20:25:49,stream18Jun.csv
876536713052651522,How many of these 2.5 million jobs that the Tories have created over the last parliament are minimum paid and not claiming benefits please??,,False,0,501,6807,,All over the UK ,,2017-06-18 20:26:52,stream18Jun.csv
876537381788057600,"If you're looking for work in #Walsall, check out this #job: https://t.co/sRp7YHO9J9 #Veterans #Hiring #CareerArc","{'coordinates': [-1.9986875, 52.5945992], 'type': 'Point'}",False,0,473,653,,,Eastern Time (US & Canada),2017-06-18 20:29:31,stream18Jun.csv
876537931959324674,Right just one TV show to go and my 24 hours of solid work across 3 different jobs will be complete! #sleep,,False,0,637,3809,,"London, UK",,2017-06-18 20:31:42,stream18Jun.csv
876538015723728898,right girls settle a debate for me there how do you pronounce jobstown,,False,0,809,31717,,arklow,Dublin,2017-06-18 20:32:02,stream18Jun.csv
876539137339387906,"Vacancy - Childbirth Educator Midwife
https://t.co/5svC2ijkH2
@heynhsjobs",,False,0,865,8957,,Hull,,2017-06-18 20:36:30,stream18Jun.csv
876539457004032001,Looking for a career in #housing Check out our current vacancies at:https://t.co/nqcJqGWALn  #Jobs #jobsearch https://t.co/iBV46wF8qf,,False,0,5235,3916,,"Hyndburn, Lancashire",London,2017-06-18 20:37:46,stream18Jun.csv
876541359481655296,"Who are the nutjobs letting fireworks off in Pye Green?

@GBTotal 

It's not November 5th yet!",,False,0,4639,43231,,,Casablanca,2017-06-18 20:45:20,stream18Jun.csv
876541450107867136,"Join the TK Maxx team! See our latest #job opening here: https://t.co/razaQ0sOFL #Retail #Manchester, England #Veterans #Hiring #CareerArc","{'coordinates': [-2.2426305, 53.4807593], 'type': 'Point'}",False,0,473,653,,,Eastern Time (US & Canada),2017-06-18 20:45:41,stream18Jun.csv
876542294735847424,*VACANCY** Electrician @HyndburnHomes Repairs To apply please go to: https://t.co/Fz094rVP6X  #electrician #Construction #job  #87RT,,False,0,5235,3918,,"Hyndburn, Lancashire",London,2017-06-18 20:49:03,stream18Jun.csv
876543955248324608,Love having neighbours that don't have jobs. My favourite bit is the loud ass music. All day. And night. Wait until 11 you fuckers.,,False,0,629,66050,,York,London,2017-06-18 20:55:38,stream18Jun.csv
876544023674187776,Applying/looking for jobs is hard work when u have 0 talent &amp; skills,,False,0,664,31932,,"Hungerford, England",London,2017-06-18 20:55:55,stream18Jun.csv
876545383186309120,"If you're looking for work in #London, check out this #job: https://t.co/hoYvKYlKPT #Marketing #Hiring #CareerArc","{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,575,3011,,"London, UK",Dublin,2017-06-18 21:01:19,stream18Jun.csv
876545669875609608,If you are on benefits you vote labour. Labour doesn't offer jobs but more benefits. https://t.co/fiG75Gt88m,,False,0,147,5455,,"Nottingham, United Kingdom",London,2017-06-18 21:02:27,stream18Jun.csv
876546012239851520,"@DaveyMcWise Proper choked me that, his old man told all the jobsworths to jog on 😂",,False,0,4432,15211,,Repüblik of Mancunia,Casablanca,2017-06-18 21:03:49,stream18Jun.csv
876546123657355266,mes vacances elles vont bien commencer,,False,0,380,5221,,fbc,Pacific Time (US & Canada),2017-06-18 21:04:15,stream18Jun.csv
876546864069345282,"@ladycarole2 2/2 - Which jobs are &amp; which aren't suitable in order for a person to have an opinion? See thing is, i… https://t.co/06Zi464Tm3",,False,0,1351,15526,,"London, UK",London,2017-06-18 21:07:12,stream18Jun.csv
876548567304814592,We're #hiring! Read about our latest #job opening here: Warehouse Operative - https://t.co/QYwtNRV3UQ #UKjobs #warehouse #CareerArc,"{'coordinates': [-1.1066792, 51.2714701], 'type': 'Point'}",False,0,91,248,,"Rosemont, IL",Central Time (US & Canada),2017-06-18 21:13:58,stream18Jun.csv
876549641625411584,Interested in a #job in #StaffordStaffordshire? This could be a great fit: https://t.co/xS3vfKSSB3 #o2jobs #Retail #Hiring #CareerArc,"{'coordinates': [-2.12066, 52.806693], 'type': 'Point'}",False,0,678,275,,"Slough, England",London,2017-06-18 21:18:14,stream18Jun.csv
876552397786664960,Don't think I am going to be hiring this lawyer https://t.co/6wzjlXgCwY,,False,0,169908,51372,,"Hammersmith, Greater London (5",London,2017-06-18 21:29:11,stream18Jun.csv
876553467833319424,demain 16:30 je suis en vacances j'ai hâte.,,False,0,2169,239451,,France,Amsterdam,2017-06-18 21:33:26,stream18Jun.csv
876555655196401665,@AlfredAlbion 26% if you count NHS doctors from outside the EU. Immigrants getting skilled jobs over Brits with no… https://t.co/K8yB3t2VW9,,False,0,351,7833,,,London,2017-06-18 21:42:08,stream18Jun.csv
876557678931214336,"'Steve Jobs hype is over': Rare Apple 1 fetches only $130,000 at auction | ZDNet https://t.co/UOM9t6ZDI4",,False,0,746,226990,,Dublin Ireland ,,2017-06-18 21:50:10,stream18Jun.csv
876557727111172096,"Interested in a #job in #Blackpool, England? This could be a great fit: https://t.co/P0gvxZKpSF #Retail #Veterans #Hiring #CareerArc","{'coordinates': [-3.0356748, 53.8175053], 'type': 'Point'}",False,0,472,652,,,Eastern Time (US & Canada),2017-06-18 21:50:22,stream18Jun.csv
876557752767623168,"We're #hiring! Read about our latest #job opening here: Retail Host - Slane - https://t.co/viSGSxZHYM #Retail #Slane, County Meath","{'coordinates': [-6.5436512, 53.7086474], 'type': 'Point'}",False,0,2026,1868,,,Eastern Time (US & Canada),2017-06-18 21:50:28,stream18Jun.csv
876557859068051456,"We're #hiring! Click to apply: Guru 37.5hrs, Stratford- Westfield - https://t.co/NrQTezWO7H #o2jobs #CustomerService #LondonGreaterLondon","{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,678,275,,"Slough, England",London,2017-06-18 21:50:53,stream18Jun.csv
876558027792560128,@RumpSilknSkin @miss_traceydav @Susierobins @MrNickKnowles My parents had 2 jobs each when my brother and I were ch… https://t.co/IiVsYWWh7R,,False,0,346,7661,,Oxford,,2017-06-18 21:51:34,stream18Jun.csv
876559860120387585,@chicamusique @RCorbettMEP @jezza59 @BrexitMayhem @TakingJobs @BrexitWatch @Open_Britain @DamianGreen @AmberRuddHR… https://t.co/ohUlcy1n0k,,False,0,1382,13608,,London,Pacific Time (US & Canada),2017-06-18 21:58:51,stream18Jun.csv
876561148249690113,"Can you recommend anyone for this #job in #Leicester, England? https://t.co/LPPijX8d60 #BusinessMgmt #Hiring","{'coordinates': [-1.1397592, 52.6368778], 'type': 'Point'}",False,0,1415,2378,,"St. Louis, MO USA",,2017-06-18 22:03:58,stream18Jun.csv
876563295905480704,only reason I want to switch jobs is so I can stop being a little fatty and eating chip butties all the time,,False,0,1782,5638,,"Leeds, England",London,2017-06-18 22:12:30,stream18Jun.csv
876563682632679425,Want to work at Broadsoft? We're #hiring in #Horsham! Click for details: https://t.co/B9BJAYnNlj #technology #Engineering #Job #Jobs,"{'coordinates': [-0.3349652, 51.0606102], 'type': 'Point'}",False,0,161,52,,,Pacific Time (US & Canada),2017-06-18 22:14:02,stream18Jun.csv
876563691814211585,Of all the jobs involved in stripping down and rebuilding this 50 yr… https://t.co/ufek5Dk5sz,"{'coordinates': [-1.32773638, 54.83891075], 'type': 'Point'}",False,0,610,40200,,UK,Edinburgh,2017-06-18 22:14:04,stream18Jun.csv
876565570929537024,A Brexit for jobs is an oxymoron. It appears that Labour's policy on Brexit is just Tory light. https://t.co/bE6Sdu96CP,,False,0,602,2474,,"Weybridge, England",,2017-06-18 22:21:32,stream18Jun.csv
876567257802956800,"If you're looking for work in #Leicester, England, check out this #job: https://t.co/Dv8smoHEvF #BusinessMgmt #Hiring","{'coordinates': [-1.1397592, 52.6368778], 'type': 'Point'}",False,0,1415,2378,,"St. Louis, MO USA",,2017-06-18 22:28:14,stream18Jun.csv
876569631590404096,#JobstownNotGuilty @solidarityie https://t.co/3A8gtmGQYw,,False,0,133,1740,,Ireland,,2017-06-18 22:37:40,stream18Jun.csv
879358569350615040,We are recruiting for over 400 vacancies for healthcare professionals in Saudi Arabia. Submit your CV online today!… https://t.co/8AIBq4IhYJ,,False,0,51,30,,"England, United Kingdom",Pacific Time (US & Canada),2017-06-26 15:19:55,stream26jun.csv
879358677056139264,Huge thanks to staff @Macquarie #London for donating to #IG this year at their Staff in the Community Awards - https://t.co/qaCejMRKQq,,False,0,3533,3567,,"Islington, London",,2017-06-26 15:20:20,stream26jun.csv
879359218733772800,@staffordtcp We love the sound of fresh orange juice lollypops they sounds very refreshing,,False,0,261,493,,"Stafford, England, ST17 4SU",,2017-06-26 15:22:30,stream26jun.csv
879359525035364353,"To all of our followers.. we have a question for you!

We was wondering if you outsource pre-employment screening for staff? 

Message us✉️",,False,0,602,315,,Brighton/London,London,2017-06-26 15:23:43,stream26jun.csv
879359776110526466,Can you recommend anyone for this #job in #London? https://t.co/hcRMEZ5UWn #IT #Veterans #Hiring #CareerArc,"{'coordinates': [-0.1277583, 51.5073509], 'type': 'Point'}",False,0,477,669,,,Eastern Time (US & Canada),2017-06-26 15:24:42,stream26jun.csv
879359960253124613,Thank you to all University of St Andrews staff who took part in the Staff Travel Survey 2017! The lucky winners to be announced shortly!,,False,0,1210,1411,,St Andrews,Edinburgh,2017-06-26 15:25:26,stream26jun.csv
876032258678943744,"free job Posting Indiana| job post classified ad in South Bend,Indiana|job post South Bend,IN https://t.co/6B4KHNJiiZ",,False,0,20,40800,,,,2017-06-17 11:02:21,stream17Jun.csv
876032268275462144,"free job Posting Arizona| job post classified ad in Tempe,Arizona|job post Tempe,AZ https://t.co/Pc9vYAgimg",,False,0,20,40804,,,,2017-06-17 11:02:23,stream17Jun.csv
876032278446706688,No vacancy.,,False,0,158,932,,Greifswald-Deutschland,,2017-06-17 11:02:25,stream17Jun.csv
876032343194169344,RT @benjaminpenn: Trump aims to fill NLRB vacancies by end of week to give GOP 1st board majority in 9 years. @ChrisOpfer @hassankanu https…,,False,0,272,16989,,USA,Eastern Time (US & Canada),2017-06-17 11:02:41,stream17Jun.csv
876032379944665088,"Jobs: Massive vacancies at Federal University Gusau, Zamfara state https://t.co/nE126QdM2h",,False,0,35,81,,"Kano, Nigeria",,2017-06-17 11:02:49,stream17Jun.csv
876032431228366848,District &amp; Session Judge Gujranwala Jobs 2017 Available for 14+ Vacancies,,False,0,153,362,,"Gujurat, Pakistan",,2017-06-17 11:03:02,stream17Jun.csv
876032458050895877,"IIM, Ahmedabad Vacancy 2017, IT Coordinator Openings [Last Date: 28.06.2017] https://t.co/YTzXvypea4",,False,0,150,2628,,,,2017-06-17 11:03:08,stream17Jun.csv
876032496990859264,"#NowPlaying No Vacancy - OneRepublic LISTEN LIVE:
https://t.co/Xwev6uLi8E
https://t.co/0Lwtmxn5cm",,False,0,662,230234,,"Iceland,USA ",Casablanca,2017-06-17 11:03:17,stream17Jun.csv
876032517551337472,Internet of Things: Vacancies grow by 14% with security roles seeing the largest increase https://t.co/8bGcV2INlR 🗣#Opines on #IoT,,False,0,16996,130785,,,Central Time (US & Canada),2017-06-17 11:03:22,stream17Jun.csv
876032523398246402,"RT @CottenhamVC: Come join us!  Vacancies: Science (f/t), Computer Science (0.7), Maths (0.4), First Aid/Admin, DT Tech, TA info:… ",,False,0,410,14391,,,London,2017-06-17 11:03:24,stream17Jun.csv
876032549327339520,"RT @pubhealthjobsuk: Research Fellow in Modelling Determinants of Human Appetite &amp; Energy Balance
University of Leeds
£32 - £38k
C 14/07

h…",,False,0,47,53,,Holmfirth,UTC,2017-06-17 11:03:30,stream17Jun.csv
876032568109486080,"RT @CottenhamVC: Excellent opportunity: Principal req Jan 18, candidates warmly encouraged to visit to see what CVC has to offer Inf… ",,False,0,410,14392,,,London,2017-06-17 11:03:34,stream17Jun.csv
876032573918597120,Whats Trending #nigeria Vacancy For Interstate Drivers Our client is seeking to recruit for the following position: https://t.co/5ODLpdtKPY,,False,0,278,21629,,"Lagos, Nigeria",,2017-06-17 11:03:36,stream17Jun.csv
876032576556847104,"RT @Del40al1_es: Nueva entrada!
#34 @OneRepublic ft @SebastianYatra NO VACANCY
Lo lograron!!!
#Del40al1CocaCola… ",,False,0,763,17540,,"Medina de Rioseco, España",Madrid,2017-06-17 11:03:36,stream17Jun.csv
876032636891918336,"General Manager
GENERAL MANAGER

General Manager vacancy: All Bar One West Quay in Southampton is part...https://t.co/EuSbfsaAMF",,False,0,159,4527,,,Pacific Time (US & Canada),2017-06-17 11:03:51,stream17Jun.csv
876032639655751681,International Rescue Committee (IRC) Ongoing Vacancy - https://t.co/7OjkLcfLgO,,False,0,49,60386,,,,2017-06-17 11:03:51,stream17Jun.csv
876032650477277184,@JCPinManchester @ITVCareers What about vacancies for the older people. I lost my job because of an apprentice,,False,0,8,246,,,,2017-06-17 11:03:54,stream17Jun.csv
876032650615586816,RT @Amplitude350Lee: What I found interesting is that the Trump Int'l in Washington has earned $20M since it opened... despite having a… ,,False,0,1537,15780,,Where ever I am is my home. ,Eastern Time (US & Canada),2017-06-17 11:03:54,stream17Jun.csv
876032654893862913,"Kitchen Manager / Head Chef
Kitchen Manager/ Head Chef vacancy:

We are advertising a very exciting ne...https://t.co/DZkLSceDCX",,False,0,42,4006,,,Pacific Time (US & Canada),2017-06-17 11:03:55,stream17Jun.csv
876032663189991424,International Rescue Committee (IRC) Ongoing Vacancy - https://t.co/UMKZGovv36,,False,0,4415,93603,,Nigeria,London,2017-06-17 11:03:57,stream17Jun.csv
876032674435137541,@Journalist_Fake @ArvindKejriwal @ImranHussaain Delhi govt don't have priority of job infact they work for ad,,False,0,40,619,,surat,Hawaii,2017-06-17 11:04:00,stream17Jun.csv
876032690126036992,International Rescue Committee (IRC) Ongoing Vacancy - https://t.co/X8iAivB0qo https://t.co/eUUGwcvmGP,,False,0,268319,789877,,In God's Hands,Africa/Lagos,2017-06-17 11:04:03,stream17Jun.csv
876032696476192768,"Admissions Coordinator - Heart Of Hospice, LLC
 Location : Lafayette LA US
Job Title: Ad... https://t.co/scYdZ39vlx https://t.co/86a0wocJ5A",,False,0,344,75654,,,,2017-06-17 11:04:05,stream17Jun.csv
876032725563523073,"IIM, Ahmedabad Vacancy 2017, IT Coordinator Openings [Last Date: 28.06.2017] https://t.co/oJy5zBPUMr",,False,0,7,1782,,,,2017-06-17 11:04:12,stream17Jun.csv
876032746564530176,"‘No Vacancies’ for Blacks: How Donald Trump Got His Start, and Was First Accused of Bias https://t.co/SOYFsJ8GnJ",,False,0,113,6360,,,,2017-06-17 11:04:17,stream17Jun.csv
876032750830186496,RT @M65Recruit: New Welder/Fabricator vacancy. £11-15 per hour. Temp to Perm. Based near Nelson” #weldingjobs #87RT,,False,0,43570,100253,,United Kingdom,,2017-06-17 11:04:18,stream17Jun.csv
876032764956426240,"IIM, Ahmedabad Vacancy 2017, IT Coordinator Openings [Last Date: 28.06.2017] https://t.co/Xc9lnabAKp",,False,0,68,3721,,,,2017-06-17 11:04:21,stream17Jun.csv
876032766889967617,"IIM, Ahmedabad Vacancy 2017, IT Coordinator Openings [Last Date: 28.06.2017] https://t.co/5fp92aQ66C",,False,0,421,7748,,New Delhi,Pacific Time (US & Canada),2017-06-17 11:04:22,stream17Jun.csv
876032779388989440,"IIM, Ahmedabad Vacancy 2017, IT Coordinator Openings [Last Date: 28.06.2017] https://t.co/dJ0TEArWgi",,False,0,26,63625,,India,,2017-06-17 11:04:25,stream17Jun.csv
876032779997200384,Sahara Group Limited: Graduate IT Trainee Vacancy - https://t.co/Fj3V9UeSIp,,False,0,49,60387,,,,2017-06-17 11:04:25,stream17Jun.csv
876032787278479360,Sahara Group Limited: Graduate IT Trainee Vacancy - https://t.co/CPfqsn1iKl,,False,0,4415,93604,,Nigeria,London,2017-06-17 11:04:27,stream17Jun.csv
876032794379472896,"@lexaloffle Sry to be late! Also if there is some time vacancy, I want to talk for 3 or 5 minutes.",,False,0,1514,34009,,Asia/Tokyo,Tokyo,2017-06-17 11:04:28,stream17Jun.csv
876032800595484674,Sahara Group Limited: Graduate IT Trainee Vacancy - https://t.co/IL8syHdUIo https://t.co/h6WzdVNRXH,,False,0,268321,789873,,In God's Hands,Africa/Lagos,2017-06-17 11:04:30,stream17Jun.csv
876032930518364160,Join our growing team and develop your skills in events. Apply by 25 June for our events internship: https://t.co/M9clxiwj7Q,,False,0,10900,8450,,London,London,2017-06-17 11:05:01,stream17Jun.csv
876032936058830853,"Engineering Graduates are Required for 10,000+ Vacancy. Apply Now!!
Register Here---&gt; https://t.co/rqrYj4NhEI... https://t.co/2gIOVxjUYW",,False,0,85,84991,,india,Alaska,2017-06-17 11:05:02,stream17Jun.csv
876032937615130624,"Оператор - телемаркетолог, Астрахань https://t.co/1i1jyr9QcH #вакансия #job",,False,0,513,439024,,,Moscow,2017-06-17 11:05:02,stream17Jun.csv
876032938659520512,"Грузчики разнорабочие подсобники, Йошкар-Ола https://t.co/KuU11NynHr #вакансия #job",,False,0,513,439025,,,Moscow,2017-06-17 11:05:03,stream17Jun.csv
876032941389881346,"Engineering Graduates are Required for 10,000+ Vacancy. Apply Now!!
Register Here---&gt; https://t.co/rJFhs1fU1V... https://t.co/UT0NuszZhe",,False,0,819,84447,,,,2017-06-17 11:05:03,stream17Jun.csv
876032942476206080,"Sto bevendo ettolitri di caffè ma continuo ad addormentarmi sui libri.
Good job Flavia",,False,0,950,1568,,"221B, Baker Street",,2017-06-17 11:05:04,stream17Jun.csv
876032945164763137,Internet of Things: Vacancies grow by 14% with security roles seeing the largest increase https://t.co/hLnvP3m64p,,False,0,22,7502,,,,2017-06-17 11:05:04,stream17Jun.csv
876032946020417538,"Сервисного мастера 
Phone: (050) 390-16-32
Details: https://t.co/qv172WhxJE",,False,0,1,114,,"Одесса, Украина",,2017-06-17 11:05:04,stream17Jun.csv
876033006875684865,RT @cobaltimaging: Are you looking for a new opportunity? Check out our latest vacancies https://t.co/ZgZIKju5ju,,False,0,45,435,,United Kingdom,,2017-06-17 11:05:19,stream17Jun.csv
876033021207556097,Registered Nurse Vacancies in Ellesmere Port &amp; Surrounding Areas - Ellesmere Port -  https://t.co/9vk4eU4VSE,,False,0,285,516620,,,,2017-06-17 11:05:22,stream17Jun.csv
876033044833906688,"Cover Supervisor Vacancy for Secondary School in Ellesmere Port, Cheshire -  https://t.co/88qKcdZ367",,False,0,284,516627,,,,2017-06-17 11:05:28,stream17Jun.csv
876033055399362560,"Cover Supervisor Vacancy in Ellesmere Port, Cheshire -  https://t.co/OZrYEx2ZvP",,False,0,284,516630,,,,2017-06-17 11:05:30,stream17Jun.csv
876033109397032960,"Vacancy

Position: Online Distributors urgently needed.

It can be done by old and young, no certificate needed.... https://t.co/GMwMwkR8k6",,False,0,1428,19884,,anywhere,London,2017-06-17 11:05:43,stream17Jun.csv
